requirement_id,route,command_or_query,authorization_predicate,canonical_object_id_field,event_audit_record,test_ref,evidence_ref,candidate_sha,status,epic,kind,matched_coverage_row_ids,note,row_id,supersedes_row_id
CW-GR-029;CW-GR-030,GET /api/v8/case-workspace/process-definitions,playService.listProcessDefinitions,requireOrgMember,organization_id (filter),NONE,"server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (0 calls to listProcessDefinitions anywhere in this file)|server/src/routes/caseWorkspace/__tests__/play.routes.test.ts (it 'lists process definitions with native cursor pagination fields' L112 -- checks pagination field shape, not authorization; service module is vi.mock()-ed)","playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header) | DOWNGRADED to PARTIAL (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: grepped \blistProcessDefinitions\b across playService.pg.test.ts -- zero matches. The only route test naming this endpoint (L112, part of the 6/6 PASS run) asserts response pagination shape, not requireOrgMember rejection, and mocks the service anyway. Missing: any real-DB test (functional or auth) for listProcessDefinitions. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze).",PENDING-CANDIDATE-SHA,PARTIAL,E12,query,CW-GR-029;CW-GR-030;CW-GR-030-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body. [DOWNGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-GR-029;CW-GR-030"" at the original csvLine 78 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-194,TRAR-078
CW-RT-014;CW-GR-029,GET /api/v8/case-workspace/process-versions/:processVersionId,playService.getProcessVersion,requireOrgMember,process_version_id,NONE,"server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (0 calls to getProcessVersion anywhere in this file)|server/src/routes/caseWorkspace/__tests__/play.routes.test.ts (it 'resolves a process version to its definition and 404s if the definition belongs to another org' L92 -- service module is vi.mock()-ed, proves route WIRING only)","playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header) | DOWNGRADED to PARTIAL (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: grepped \bgetProcessVersion\b across playService.pg.test.ts -- zero matches. play.routes.test.ts L92 (part of the 6/6 PASS run) is the right shape but mocks playService, so it proves route wiring, not that the real requireOrgMember check rejects against a real DB row. Missing: a real-DB negative-auth test for getProcessVersion. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze).",PENDING-CANDIDATE-SHA,PARTIAL,E12,query,CW-RT-014;CW-RT-014-U1;CW-GR-029,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body. [DOWNGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-RT-014;CW-GR-029"" at the original csvLine 82 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-195,TRAR-082
CW-GR-029;CW-GR-030,GET /api/v8/case-workspace/process-definitions/:processDefinitionId/versions,playService.listProcessVersionsForDefinition,NONE-INTERNAL-ONLY (service fn itself; route's requireOwnOrgDefinition gates the definition first),process_definition_id,NONE,"server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (it ""createProcessDefinition and createProcessVersionDraft both reject an actor with no organization_members row"" L884 calls listProcessVersionsForDefinition once at L915, but ONLY with a valid member actor to assert length===0 -- no rejection path for this function is exercised)","playService.ts|server/migrations/20260809_case_workspace_plays.sql|server/src/services/caseWorkspace/__tests__/playService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/playService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header) | DOWNGRADED to PARTIAL (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: read L884-923 -- listProcessVersionsForDefinition is called incidentally inside an unrelated createProcessVersionDraft auth test, with the OWNER actor (who has valid membership), purely to assert the definition still has zero versions. This is not a dedicated test of the function and exercises no auth path (the row's own authorization_predicate is NONE-INTERNAL-ONLY, gated upstream by the route's requireOwnOrgDefinition on getProcessDefinition -- which is itself only proven at the mocked-route-wiring level, see CW-RT-014;CW-GR-029 above). Missing: a dedicated real-DB test for listProcessVersionsForDefinition. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze).",PENDING-CANDIDATE-SHA,PARTIAL,E12,query,CW-GR-029;CW-GR-030;CW-GR-030-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body. [DOWNGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-GR-029;CW-GR-030"" at the original csvLine 83 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-196,TRAR-083
CW-RT-024,GET /api/v8/case-workspace/artifact-links/:linkId,artifactLinkService.getArtifactLink,requireCaseAccess,link_id,NONE,server/src/services/caseWorkspace/__tests__/artifactLinkService.pg.test.ts (it 'linkArtifactToCase rejects an actor with no membership; getArtifactLink returns null for both a nonexistent link and one the actor cannot access' L729),"artifactLinkService.ts|server/migrations/20260809_case_workspace_artifact_links.sql|server/src/services/caseWorkspace/__tests__/artifactLinkService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/artifactLinkService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header) | RESOLVED (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: ran `npx vitest run server/src/services/caseWorkspace/__tests__/artifactLinkService.pg.test.ts` -- 16/16 PASS. L729 directly proves requireCaseAccess for getArtifactLink against a real Postgres row. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze). Status carried forward unchanged.",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E10,query,CW-RT-024;CW-RT-024-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body. [UPGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-RT-024"" at the original csvLine 95 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-197,TRAR-095
CW-RT-024;CW-GR-033;CW-02-031;CW-03-017;CW-01-004,GET /api/v8/case-workspace/cases/:caseId/artifact-links,artifactLinkService.listArtifactLinksForCase,requireCaseAccess,case_id,NONE,"server/src/services/caseWorkspace/__tests__/artifactLinkService.pg.test.ts (0 calls to listArtifactLinksForCase anywhere in this file)|server/src/routes/caseWorkspace/__tests__/artifactLinks.routes.test.ts (it 'checks case access before listing artifact links for a case' L86 -- service module is vi.mock()-ed, proves route WIRING only)","artifactLinkService.ts|server/migrations/20260809_case_workspace_artifact_links.sql|server/src/services/caseWorkspace/__tests__/artifactLinkService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/artifactLinkService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header) | DOWNGRADED to PARTIAL (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: grepped \blistArtifactLinksForCase\b across artifactLinkService.pg.test.ts -- zero matches. Ran artifactLinks.routes.test.ts (5/5 PASS) -- L86 names the right behavior but artifactLinkService is vi.mock()-ed, so it's route-wiring evidence only. Also ran artifactLinkService.security.pg.test.ts (11/11 PASS, previously ""written not yet run"" -- now run) but it covers linkArtifactToCase/markLinkArtifactUnavailable/pinArtifactRevision, not listArtifactLinksForCase. Missing: a real-DB negative-auth test for listArtifactLinksForCase. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze).",PENDING-CANDIDATE-SHA,PARTIAL,E10,query,CW-RT-024;CW-RT-024-U1;CW-GR-033;CW-02-031;CW-03-017;CW-01-004,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body. [DOWNGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-RT-024;CW-GR-033;CW-02-031;CW-03-017;CW-01-004"" at the original csvLine 96 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-198,TRAR-096
CW-01-026-INV9;CW-02-031,GET /api/v8/case-workspace/cases/:caseId/artifact-links/digest,artifactLinkService.computeArtifactLinkSetDigest,requireCaseAccess,case_id,NONE,"server/src/services/caseWorkspace/__tests__/artifactLinkService.pg.test.ts (it 'computeArtifactLinkSetDigest changes after a new ACTIVE link is added or an existing link is re-pinned, but is unchanged by activity on a different case\'s links' L653 -- functional only, no no-membership actor)","artifactLinkService.ts|server/migrations/20260809_case_workspace_artifact_links.sql|server/src/services/caseWorkspace/__tests__/artifactLinkService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/artifactLinkService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header) | DOWNGRADED to PARTIAL (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: L653-720 calls computeArtifactLinkSetDigest only with properly-membered actors for two different cases to prove digest isolation; no test passes a no-membership actor. Missing: a real-DB negative-auth test for computeArtifactLinkSetDigest. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze).",PENDING-CANDIDATE-SHA,PARTIAL,E10,query,CW-01-026-INV9;CW-01-026-INV9-U1;CW-02-031,"scoped to this table's own ACTIVE rows only, cannot read artifact content in other modules NONE justified: pure in-process computation over its arguments/read rows - no INSERT/UPDATE/DELETE, no status transition, no outbound call; verified zero write statements and zero publishEvent calls in the function body. [DOWNGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-01-026-INV9;CW-02-031"" at the original csvLine 97 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-199,TRAR-097
CW-GR-037,GET /api/v8/case-workspace/gateway-evaluations/:nodeRunId,executionGraphService.getGatewayEvaluation,requireCaseAccess,node_run_id,NONE,"server/src/services/caseWorkspace/__tests__/executionGraphService.pg.test.ts (it 'getGatewayEvaluation and getNodeResultAcceptance both return null for an actor with no membership, identical to a nonexistent node_run_id' L1064)","executionGraphService.ts|server/migrations/20260809_case_workspace_execution_graph.sql|server/src/services/caseWorkspace/__tests__/executionGraphService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E) | RESOLVED (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: ran `npx vitest run server/src/services/caseWorkspace/__tests__/executionGraphService.pg.test.ts` -- 11/11 PASS. L1064 directly proves requireCaseAccess for getGatewayEvaluation against a real Postgres row. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze). Status carried forward unchanged.",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E9,query,CW-GR-037;CW-GR-037-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body. [UPGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-GR-037"" at the original csvLine 99 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-200,TRAR-099
CW-GR-037,GET /api/v8/case-workspace/runs/:runId/gateway-evaluations,executionGraphService.listGatewayEvaluationsForRun,requireCaseAccess,run_id,NONE,"server/src/services/caseWorkspace/__tests__/executionGraphService.pg.test.ts (it 'listGatewayEvaluationsForRun and listGatewayEvaluationsForCase each return only evaluations in their own scope' L883/L942 -- functional/scoping only, no no-membership actor is passed to listGatewayEvaluationsForRun)","executionGraphService.ts|server/migrations/20260809_case_workspace_execution_graph.sql|server/src/services/caseWorkspace/__tests__/executionGraphService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E) | DOWNGRADED to PARTIAL (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: L942 calls listGatewayEvaluationsForRun only with properly-membered actors to prove per-run scoping; no test exercises its requireCaseAccess rejection path, and no route-level test names this endpoint specifically (the route file's only listing test, L104, is for the case-scoped sibling below). Missing: a real-DB negative-auth test for listGatewayEvaluationsForRun. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze).",PENDING-CANDIDATE-SHA,PARTIAL,E9,query,CW-GR-037;CW-GR-037-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body. [DOWNGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-GR-037"" at the original csvLine 100 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-201,TRAR-100
CW-GR-037,GET /api/v8/case-workspace/cases/:caseId/gateway-evaluations,executionGraphService.listGatewayEvaluationsForCase,requireCaseAccess,case_id,NONE,"server/src/services/caseWorkspace/__tests__/executionGraphService.pg.test.ts (it 'listGatewayEvaluationsForRun and listGatewayEvaluationsForCase each return only evaluations in their own scope' L883/L965 -- functional/scoping only)|server/src/routes/caseWorkspace/__tests__/executionGraph.routes.test.ts (it 'checks case access before listing gateway evaluations for a case' L104 -- service module is vi.mock()-ed, proves route WIRING only)","executionGraphService.ts|server/migrations/20260809_case_workspace_execution_graph.sql|server/src/services/caseWorkspace/__tests__/executionGraphService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E) | DOWNGRADED to PARTIAL (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: pg.test.ts L965 proves listGatewayEvaluationsForCase's scoping for properly-membered actors only. Ran executionGraph.routes.test.ts (5/5 PASS) -- L104 names the right behavior but mocks executionGraphService, so it's route-wiring evidence, not a real-DB auth-denial proof for this function. Missing: a real-DB negative-auth test for listGatewayEvaluationsForCase. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze).",PENDING-CANDIDATE-SHA,PARTIAL,E9,query,CW-GR-037;CW-GR-037-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body. [DOWNGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-GR-037"" at the original csvLine 101 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-202,TRAR-101
CW-RT-037,GET /api/v8/case-workspace/node-result-acceptances/:nodeRunId,executionGraphService.getNodeResultAcceptance,requireCaseAccess,node_run_id,NONE,"server/src/services/caseWorkspace/__tests__/executionGraphService.pg.test.ts (it 'getGatewayEvaluation and getNodeResultAcceptance both return null for an actor with no membership, identical to a nonexistent node_run_id' L1064)","executionGraphService.ts|server/migrations/20260809_case_workspace_execution_graph.sql|server/src/services/caseWorkspace/__tests__/executionGraphService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E) | RESOLVED (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: same test/run as CW-GR-037 above (11/11 PASS) -- L1064 also covers getNodeResultAcceptance's requireCaseAccess rejection directly. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze). Status carried forward unchanged.",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E9,query,CW-RT-037;CW-RT-037-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body. [UPGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-RT-037"" at the original csvLine 103 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-203,TRAR-103
CW-RT-037;CW-RT-035,GET /api/v8/case-workspace/runs/:runId/node-result-acceptances,executionGraphService.listNodeResultAcceptancesForRun,requireCaseAccess,run_id,NONE,"server/src/services/caseWorkspace/__tests__/executionGraphService.pg.test.ts (0 real calls to listNodeResultAcceptancesForRun -- the identifier appears only once, in a file-header doc comment at L71)","executionGraphService.ts|server/migrations/20260809_case_workspace_execution_graph.sql|server/src/services/caseWorkspace/__tests__/executionGraphService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E) | DOWNGRADED to PARTIAL (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: grepped \blistNodeResultAcceptancesForRun\b across executionGraphService.pg.test.ts -- the only hit is the file's own header comment listing intended coverage; the function is never invoked by any it(). No route-level test names it either. Implementation exists in executionGraphService.ts but has zero test coverage. Missing: any test exercising this function. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze).",PENDING-CANDIDATE-SHA,PARTIAL,E9,query,CW-RT-037;CW-RT-037-U1;CW-RT-035;CW-RT-035-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body. [DOWNGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-RT-037;CW-RT-035"" at the original csvLine 104 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-204,TRAR-104
CW-RT-037,GET /api/v8/case-workspace/cases/:caseId/node-result-acceptances,executionGraphService.listNodeResultAcceptancesForCase,requireCaseAccess,case_id,NONE,"server/src/services/caseWorkspace/__tests__/executionGraphService.pg.test.ts (0 real calls to listNodeResultAcceptancesForCase -- the identifier appears only once, in a file-header doc comment at L71)","executionGraphService.ts|server/migrations/20260809_case_workspace_execution_graph.sql|server/src/services/caseWorkspace/__tests__/executionGraphService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E) | DOWNGRADED to PARTIAL (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: same finding as listNodeResultAcceptancesForRun above -- zero real test calls anywhere. Missing: any test exercising this function. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze).",PENDING-CANDIDATE-SHA,PARTIAL,E9,query,CW-RT-037;CW-RT-037-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body. [DOWNGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-RT-037"" at the original csvLine 105 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-205,TRAR-105
CW-DOD-J3,GET /api/v8/case-workspace/flags/definitions/:flagKey,migrationReadinessService.getFlagDefinition,requireOrgMember,flag_key,NONE,server/src/services/caseWorkspace/__tests__/migrationReadinessService.pg.test.ts (0 calls to getFlagDefinition anywhere in this file),"migrationReadinessService.ts|server/migrations/20260809_case_workspace_migration_readiness.sql|server/src/services/caseWorkspace/__tests__/migrationReadinessService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E) | DOWNGRADED to PARTIAL (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: grepped \bgetFlagDefinition\b across migrationReadinessService.pg.test.ts -- zero matches, and migrationReadiness.routes.test.ts's it() list (7/7 PASS when run) does not name this endpoint either. Implementation exists in migrationReadinessService.ts but has zero test coverage, functional or authorization. Missing: any test exercising this function. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze).",PENDING-CANDIDATE-SHA,PARTIAL,E13,query,CW-DOD-J3;CW-DOD-J3-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body. [DOWNGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-DOD-J3"" at the original csvLine 107 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-206,TRAR-107
CW-DOD-J3,GET /api/v8/case-workspace/flags/definitions/:flagKey/children,migrationReadinessService.listFlagChildren,requireOrgMember,flag_key (parent),NONE,server/src/services/caseWorkspace/__tests__/migrationReadinessService.pg.test.ts (0 calls to listFlagChildren anywhere in this file),"migrationReadinessService.ts|server/migrations/20260809_case_workspace_migration_readiness.sql|server/src/services/caseWorkspace/__tests__/migrationReadinessService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E) | DOWNGRADED to PARTIAL (39-row pass) by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00: grepped \blistFlagChildren\b across migrationReadinessService.pg.test.ts -- zero matches; no route test names it either. Missing: any test exercising this function. tested in the shared worktree at HEAD a565ce454c PLUS other agents’ concurrent uncommitted changes (per packet instructions, this actor does not stamp a candidate_sha for that mixed state -- candidate_sha stays PENDING-CANDIDATE-SHA for the coordinator to set after freeze).",PENDING-CANDIDATE-SHA,PARTIAL,E13,query,CW-DOD-J3;CW-DOD-J3-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body. [DOWNGRADE-U1 APPEND-ONLY ROW written by claude-e2-ledger-hygiene 2026-08-12T13:10:00+02:00. This ledger carries no row_id column: supersedes = the row with the identical `route` value and requirement_id ""CW-DOD-J3"" at the original csvLine 108 (untouched, left in place per append-only). Resolution of the 39-row false-strong-evidence / broken-test_ref finding from LEDGER_SNAPSHOT.md, packet E2, Case Workspace V1 program.]",TRAR-207,TRAR-108
