schema,table,category,family,reason,sourceEvidence,exclusionBasis,ownership
public,tp_webhook_relays,EXCLUDE_SECURITY,SECURITY_CREDENTIALS_AND_SESSIONS,"The reviewed relation contains authentication, credential, session, recovery, signing, or token-vault material and is excluded in full.",staging-schema-inventory.json::public.tp_webhook_relays; reviewed exact credential identity list,CREDENTIAL_OR_SESSION_MATERIAL,{}
public,tp_webhooks,EXCLUDE_SECURITY,SECURITY_CREDENTIALS_AND_SESSIONS,"The reviewed relation contains authentication, credential, session, recovery, signing, or token-vault material and is excluded in full.",staging-schema-inventory.json::public.tp_webhooks; reviewed exact credential identity list,CREDENTIAL_OR_SESSION_MATERIAL,{}
public,tp_workspace_settings,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.tp_workspace_settings reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,transaction_readiness_events,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/transactionReadinessService.ts:313,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transaction_readiness_scores,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/transactionReadinessService.ts:285; SQL_FROM server/src/services/transactionReadinessService.ts:320; SQL_FROM server/src/services/transactionReadinessService.ts:329; SQL_FROM server/src/services/transactionReadinessService.ts:340,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_case_artifact_links,EXPORT,INITIATIVES,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/scripts/t01InitiativeGateDecisionRealDbProof.ts:163; SQL_INSERT_INTO server/src/scripts/t01InterviewRealDbProof.ts:686; SQL_INSERT_INTO server/src/scripts/u03OwnerBackedExecutionRealDbProof.ts:7; SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:2387; SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:2918,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_case_audit_events,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/scripts/t01FinalOutputRealDbProof.ts:531; SQL_INSERT_INTO server/src/scripts/t01FinalOutputRealDbProof.ts:564; SQL_INSERT_INTO server/src/scripts/t01FinalOutputRealDbProof.ts:582; SQL_INSERT_INTO server/src/scripts/t01InterviewRealDbProof.ts:667; SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:404,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_cases,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/scripts/a01A02CanonicalRunRealDbProof.ts:101; SQL_INSERT_INTO server/src/scripts/a03PlanningWorkshopRealDbProof.ts:73; SQL_INSERT_INTO server/src/scripts/a04ContextGroundingRealDbProof.ts:59; SQL_INSERT_INTO server/src/scripts/a04ProductionRetrievalRealDbProof.ts:43; SQL_INSERT_INTO server/src/scripts/a04WorkerClaimContextRealDbProof.ts:135,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_final_output_governance,EXPORT,V8_PLATFORM,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/v8/transformationFinalOutputService.ts:902; SQL_UPDATE server/src/services/v8/transformationFinalOutputService.ts:1233; SQL_FROM server/src/services/v8/transformationFinalOutputService.ts:855; SQL_FROM server/src/services/v8/transformationFinalOutputService.ts:954; SQL_JOIN server/src/services/v8/transformationFinalOutputService.ts:1263,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_final_output_runs,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/scripts/a01A02CanonicalRunRealDbProof.ts:257; SQL_INSERT_INTO server/src/services/v8/transformationFinalOutputService.ts:1161; SQL_FROM server/src/scripts/t01FinalOutputRealDbProof.ts:240; SQL_FROM server/src/scripts/t01FinalOutputRealDbProof.ts:288; SQL_FROM server/src/scripts/t01FinalOutputRealDbProof.ts:320,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_mobilization_owner_receipts,EXPORT,V8_PLATFORM,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/v8/transformationMobilizationOwnerAdapterService.ts:41; SQL_FROM server/src/scripts/u03OwnerBackedExecutionRealDbProof.ts:9; SQL_FROM server/src/services/v8/transformationCaseService.ts:5685; SQL_FROM server/src/services/v8/transformationCaseService.ts:6170; SQL_FROM server/src/services/v8/transformationMobilizationOwnerAdapterService.ts:20,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_monitoring_definitions,EXPORT,V8_PLATFORM,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/v8/transformationMobilizationOwnerAdapterService.ts:39; SQL_UPDATE server/src/scripts/u03OwnerBackedExecutionRealDbProof.ts:10; SQL_UPDATE server/src/services/v8/transformationMobilizationOwnerAdapterService.ts:49; SQL_UPDATE server/src/services/v8/transformationMobilizationOwnerAdapterService.ts:54; SQL_FROM server/src/services/v8/transformationMobilizationOwnerAdapterService.ts:49,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_monitoring_snapshots,EXPORT,V8_PLATFORM,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/v8/transformationMobilizationOwnerAdapterService.ts:53; SQL_FROM server/src/scripts/u03OwnerBackedExecutionRealDbProof.ts:10,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_plan_steps,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/scripts/a03PlanningWorkshopRealDbProof.ts:87; SQL_INSERT_INTO server/src/scripts/t01InterviewRealDbProof.ts:634; SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:1317; SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:1665; SQL_INSERT_INTO server/src/services/v8/transformationPlanningIntakeService.ts:159,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_planning_intakes,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/scripts/agentMigrationsIdempotencyRealDbProof.ts:144; SQL_INSERT_INTO server/src/services/v8/transformationPlanningIntakeService.ts:72; SQL_INSERT_INTO server/src/services/v8/transformationPlanningIntakeService.ts:124; SQL_UPDATE server/src/services/v8/transformationPlanningIntakeService.ts:81; SQL_UPDATE server/src/services/v8/transformationPlanningIntakeService.ts:89,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_plans,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/scripts/a03PlanningWorkshopRealDbProof.ts:78; SQL_INSERT_INTO server/src/scripts/t01InterviewRealDbProof.ts:627; SQL_INSERT_INTO server/src/scripts/t01InterviewRealDbProof.ts:703; SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:1297; SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:1644,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_portfolio_decision_packs,EXPORT,V8_PLATFORM,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:5054; SQL_UPDATE server/src/services/v8/transformationCaseService.ts:5272; SQL_FROM server/src/scripts/t01InterviewRealDbProof.ts:1788; SQL_FROM server/src/services/v8/transformationCaseService.ts:4929; SQL_FROM server/src/services/v8/transformationCaseService.ts:5417,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_portfolio_decision_receipts,EXPORT,V8_PLATFORM,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:5485; SQL_FROM server/src/scripts/t01InterviewRealDbProof.ts:1778; SQL_FROM server/src/services/v8/transformationCaseService.ts:5372; SQL_FROM server/src/services/v8/transformationFinalOutputService.ts:209; SQL_JOIN server/src/scripts/t01InterviewRealDbProof.ts:1789,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_project_team_audit_events,EXPORT,PROJECTS_PMO,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/v8/transformationProjectTeamService.ts:251; SQL_INSERT_INTO server/src/services/v8/transformationProjectTeamService.ts:343; SQL_INSERT_INTO server/src/services/v8/transformationProjectTeamService.ts:427,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_project_team_blueprints,EXPORT,PROJECTS_PMO,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/v8/transformationProjectTeamService.ts:204; SQL_UPDATE server/src/services/v8/transformationProjectTeamService.ts:200; SQL_UPDATE server/src/services/v8/transformationProjectTeamService.ts:320; SQL_UPDATE server/src/services/v8/transformationProjectTeamService.ts:410; SQL_FROM server/src/scripts/t01ProjectTeamRealDbProof.ts:247,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_project_team_receipts,EXPORT,PROJECTS_PMO,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/v8/transformationProjectTeamService.ts:238; SQL_INSERT_INTO server/src/services/v8/transformationProjectTeamService.ts:330; SQL_INSERT_INTO server/src/services/v8/transformationProjectTeamService.ts:414; SQL_FROM server/src/scripts/t01ProjectTeamRealDbProof.ts:247; SQL_FROM server/src/services/v8/transformationProjectTeamService.ts:74,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_result_gate_governance,EXPORT,V8_PLATFORM,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:476; SQL_UPDATE server/src/services/v8/transformationCaseService.ts:522; SQL_UPDATE server/src/services/v8/transformationCaseService.ts:542; SQL_FROM server/src/scripts/t01InterviewRealDbProof.ts:1308; SQL_FROM server/src/scripts/t01InterviewRealDbProof.ts:2047,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_stage_proposals,EXPORT,V8_PLATFORM,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:2104; SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:2596; SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:3330; SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:3914; SQL_INSERT_INTO server/src/services/v8/transformationCaseService.ts:4497,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,transformation_template_conversion_receipts,EXPORT,V8_PLATFORM,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/v8/transformationPlanningIntakeService.ts:166; SQL_FROM server/src/scripts/a03TemplateIntakeRealDbProof.ts:46; SQL_FROM server/src/services/v8/transformationPlanningIntakeService.ts:135,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,trigger_fire_log,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/triggerEvaluationService.ts:317; SQL_FROM server/src/services/triggerEvaluationService.ts:261; SQL_FROM server/src/services/triggerEvaluationService.ts:410,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""schedule_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""report_schedules""}]}"
public,trusted_devices,EXCLUDE_SECURITY,SECURITY_CREDENTIALS_AND_SESSIONS,"The reviewed relation contains authentication, credential, session, recovery, signing, or token-vault material and is excluded in full.",staging-schema-inventory.json::public.trusted_devices; reviewed exact credential identity list,CREDENTIAL_OR_SESSION_MATERIAL,{}
public,usage_alerts_sent,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/usageService.ts:948; SQL_FROM server/src/services/usageService.ts:881,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,usage_counters,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/access/AccessUsageService.ts:82; SQL_UPDATE server/src/services/access/AccessUsageService.ts:92; SQL_DELETE_FROM server/src/cron/TrialCron.ts:167; SQL_FROM server/src/services/access/AccessUsageService.ts:29,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,usage_pricing_tiers,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.usage_pricing_tiers reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,usage_records,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/billing.routes.ts:1127; SQL_INSERT_INTO server/src/routes/billing/billing.routes.ts:3084; SQL_INSERT_INTO server/src/services/usageService.ts:249; SQL_INSERT_INTO server/src/services/usageService.ts:321; SQL_FROM server/src/routes/adminP32.routes.ts:1637,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,usage_summaries,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/usageService.ts:523; SQL_FROM server/src/services/usageService.ts:556,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,user_2fa,EXCLUDE_SECURITY,SECURITY_CREDENTIALS_AND_SESSIONS,"The reviewed relation contains authentication, credential, session, recovery, signing, or token-vault material and is excluded in full.",staging-schema-inventory.json::public.user_2fa; reviewed exact credential identity list,CREDENTIAL_OR_SESSION_MATERIAL,{}
public,user_achievements,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.user_achievements ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,user_activation_status,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_UPDATE server/src/services/behaviorIntelligenceService.ts:129; SQL_FROM server/src/services/behaviorIntelligenceService.ts:103; SQL_FROM server/src/services/behaviorIntelligenceService.ts:155; SQL_FROM server/src/services/behaviorIntelligenceService.ts:363; SQL_FROM server/src/services/behaviorIntelligenceService.ts:393,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""user_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""users""}]}"
public,user_activity,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/myWorkService.ts:531; SQL_FROM server/src/services/analyticsService.ts:262; SQL_FROM server/src/services/myWorkService.ts:450,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,user_activity_summary,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/userActivityService.ts:177; SQL_FROM server/src/services/userActivityService.ts:122; SQL_FROM server/src/services/userActivityService.ts:227,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,user_adoption_metrics,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/userAdoptionService.ts:79; SQL_FROM server/src/services/transactionReadinessService.ts:132; SQL_FROM server/src/services/userAdoptionService.ts:123,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,user_ai_preferences,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/aiMemoryManager.ts:1088; SQL_FROM server/src/services/aiMemoryManager.ts:1052,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""user_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""users""}]}"
public,user_ai_profiles,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_FROM server/src/routes/ai/ai-feedback.routes.ts:660,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""user_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""users""}]}"
public,user_ai_settings,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/_backup/ts-js-collisions/jobs/tierAutoAssignmentJob.js:188; SQL_INSERT_INTO server/src/services/aiSettingsService.ts:450; SQL_FROM server/src/services/aiSettingsService.ts:406; SQL_JOIN server/src/_backup/ts-js-collisions/jobs/tierAutoAssignmentJob.js:277,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""user_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""users""}]}"
public,user_api_keys,EXCLUDE_SECURITY,SECURITY_CREDENTIALS_AND_SESSIONS,"The reviewed relation contains authentication, credential, session, recovery, signing, or token-vault material and is excluded in full.",staging-schema-inventory.json::public.user_api_keys; reviewed exact credential identity list,CREDENTIAL_OR_SESSION_MATERIAL,{}
public,user_appearance_preferences,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.user_appearance_preferences ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,user_availability,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/user/user-availability.routes.ts:56; SQL_FROM server/src/routes/user/user-availability.routes.ts:30,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""user_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""users""}]}"
public,user_budgets,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/budgetManagementService.ts:168; SQL_UPDATE server/src/services/budgetManagementService.ts:493; SQL_FROM server/src/services/budgetManagementService.ts:312; SQL_FROM server/src/services/budgetManagementService.ts:415,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,user_capabilities,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/capabilityService.ts:246; SQL_INSERT_INTO server/src/services/cvMatchingService.ts:617; SQL_UPDATE server/src/services/cvMatchingService.ts:609; SQL_DELETE_FROM server/src/services/capabilityService.ts:294; SQL_FROM server/src/services/capabilityService.ts:268,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,user_collaboration_preferences,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.user_collaboration_preferences ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,user_consents,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.user_consents ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,user_contact,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/user/user-contact.routes.ts:36; SQL_FROM server/src/routes/user/user-contact.routes.ts:22,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""user_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""users""}]}"
public,user_data_export_receipts,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/gdprService.ts:338; SQL_FROM server/src/services/gdprService.ts:348,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,user_data_retention,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/gdpr.routes.ts:336; SQL_FROM server/src/routes/gdpr.routes.ts:268,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""user_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""users""}]}"
public,user_experiments,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.user_experiments ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,user_gdpr_consents,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/gdpr.routes.ts:219; SQL_FROM server/src/routes/gdpr.routes.ts:158,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""user_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""users""}]}"
public,user_goals,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/user/userGoals.routes.ts:52; SQL_UPDATE server/src/routes/user/userGoals.routes.ts:67; SQL_DELETE_FROM server/src/routes/user/userGoals.routes.ts:49; SQL_DELETE_FROM server/src/routes/user/userGoals.routes.ts:81; SQL_FROM server/src/routes/user/userGoals.routes.ts:33,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""user_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""users""}]}"
public,user_group_members,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_DELETE_FROM server/src/routes/integrations/scim.routes.ts:822; SQL_DELETE_FROM server/src/routes/integrations/scim.routes.ts:829; SQL_DELETE_FROM server/src/routes/integrations/scim.routes.ts:837; SQL_DELETE_FROM server/src/routes/integrations/scim.routes.ts:884; SQL_DELETE_FROM server/src/routes/integrations/scim.routes.ts:1254,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""group_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""user_groups""}]}"
public,user_groups,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/integrations/scim.routes.ts:728; SQL_UPDATE server/src/routes/integrations/scim.routes.ts:800; SQL_DELETE_FROM server/src/routes/integrations/scim.routes.ts:885; SQL_FROM server/src/routes/admin-data.routes.ts:667; SQL_FROM server/src/routes/integrations/scim.routes.ts:672,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,user_help_interactions,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.user_help_interactions reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,user_mfa,EXCLUDE_SECURITY,SECURITY_CREDENTIALS_AND_SESSIONS,"The reviewed relation contains authentication, credential, session, recovery, signing, or token-vault material and is excluded in full.",staging-schema-inventory.json::public.user_mfa; reviewed exact credential identity list,CREDENTIAL_OR_SESSION_MATERIAL,{}
public,user_mfa_methods,EXCLUDE_SECURITY,SECURITY_CREDENTIALS_AND_SESSIONS,"The reviewed relation contains authentication, credential, session, recovery, signing, or token-vault material and is excluded in full.",staging-schema-inventory.json::public.user_mfa_methods; reviewed exact credential identity list,CREDENTIAL_OR_SESSION_MATERIAL,{}
public,user_onboarding,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/onboardingProgressService.ts:66; SQL_INSERT_INTO server/src/services/onboardingService.ts:141; SQL_UPDATE server/src/services/onboardingProgressService.ts:175; SQL_UPDATE server/src/services/onboardingProgressService.ts:185; SQL_UPDATE server/src/services/onboardingProgressService.ts:225,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,user_onboarding_progress,EXPORT,ADMIN_SECURITY,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/SuperAdminController.ts:3976; SQL_FROM server/src/controllers/SuperAdminController.ts:3959,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,user_onboarding_status,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.user_onboarding_status reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,user_points_ledger,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.user_points_ledger ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,user_preferences,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.user_preferences reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,user_productivity_preferences,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.user_productivity_preferences ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,user_profile_extended,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.user_profile_extended reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,user_profiles,EXPORT,ADMIN_SECURITY,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/SuperAdminController.ts:724; SQL_INSERT_INTO server/src/controllers/SuperAdminController.ts:917; SQL_INSERT_INTO server/src/controllers/SuperAdminController.ts:3874; SQL_INSERT_INTO server/src/controllers/UserController.ts:549; SQL_UPDATE server/src/controllers/UserController.ts:542,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""user_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""users""}]}"
