atomic_id,table_id,module,surface,area,checkpoint_id,severity,observed,expected,recommendation,evidence_path,verified_status,evidence_gate_status
T37-KEBAB-K01,T37,Results,ROI Reviews,KEBAB,K01,P0,No action column,Kebab exists,Implement,tables/T37/evidence/T37__results-roi-reviews__KEBAB__unavailable-no-row-action__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T37-MENU_1_2_3-M05,T37,Results,ROI Reviews,MENU_1_2_3,M05,P1,"KPI, ROI and OKR carry counters",Navigation names only,Remove counters,tables/T37/evidence/T37__results-roi-reviews__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T37-MENU_1_2_3-M14,T37,Results,ROI Reviews,MENU_1_2_3,M14,P0,No selection,Menu 3 on selection,Implement selection,tables/T37/evidence/T37__results-roi-reviews__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T37-PPM-C01,T37,Results,ROI Reviews,PPM,C01,P0,No row context menu,PPM exists,Implement,tables/T37/evidence/T37__results-roi-reviews__PPM__unavailable-no-context-action__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T37-PREVIEW-P01,T37,Results,ROI Reviews,PREVIEW,P01,P0,Rows are not interactive,Row opens ROI detail,Implement detail preview,tables/T37/evidence/T37__results-roi-reviews__PREVIEW__unavailable-no-row-interaction__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T37-TABLE-T03,T37,Results,ROI Reviews,TABLE,T03,P0,No selection or action column,Rows support selection/actions,Add canonical interactions,tables/T37/evidence/T37__results-roi-reviews__TABLE__mixed-summary-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T37-TABLE-T13,T37,Results,ROI Reviews,TABLE,T13,P0,Expected/realized summary cards are mixed into the list surface,ROI registry is a table-only list,Move summaries outside the registry,tables/T37/evidence/T37__results-roi-reviews__TABLE__mixed-summary-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T38-KEBAB-K01,T38,Results,OKR Sets,KEBAB,K01,P0,No action column,Kebab exists,Implement,tables/T38/evidence/T38__results-okr-sets__KEBAB__unavailable-no-row-action__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T38-MENU_1_2_3-M05,T38,Results,OKR Sets,MENU_1_2_3,M05,P1,"KPI, ROI and OKR carry counters",Navigation names only,Remove counters,tables/T38/evidence/T38__results-okr-sets__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T38-MENU_1_2_3-M14,T38,Results,OKR Sets,MENU_1_2_3,M14,P0,No selection,Menu 3 on selection,Implement selection,tables/T38/evidence/T38__results-okr-sets__MENU_1_2_3__base-no-selection__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T38-PPM-C01,T38,Results,OKR Sets,PPM,C01,P0,No context action,PPM exists,Implement,tables/T38/evidence/T38__results-okr-sets__PPM__unavailable-no-context-action__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T38-PREVIEW-P01,T38,Results,OKR Sets,PREVIEW,P01,P0,Rows are not interactive,Row opens OKR details,Implement detail preview,tables/T38/evidence/T38__results-okr-sets__PREVIEW__unavailable-no-row-interaction__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T38-TABLE-T03,T38,Results,OKR Sets,TABLE,T03,P0,No selection or action column,Rows support selection/actions,Add canonical interactions,tables/T38/evidence/T38__results-okr-sets__TABLE__mixed-summary-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T38-TABLE-T13,T38,Results,OKR Sets,TABLE,T13,P0,Objective and key-result summary cards are mixed into the list,OKR registry is a table-only list,Move summaries outside registry,tables/T38/evidence/T38__results-okr-sets__TABLE__mixed-summary-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T39-KEBAB-K18,T39,Finance,Statements,KEBAB,K18,P1,Compact legacy menu,Canonical width and height,Use shared 220–320px/36px geometry,tables/T39/evidence/T39__finance-statements__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T39-MENU_1_2_3-M16,T39,Finance,Statements,MENU_1_2_3,M16,P1,Clear is text-only,Clear includes X,Add X,tables/T39/evidence/T39__finance-statements__MENU_1_2_3__bulk-1-selected__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T39-PPM-C12,T39,Finance,Statements,PPM,C12,P1,Compact legacy geometry,Canonical graphics,Fix shared component,tables/T39/evidence/T39__finance-statements__PPM__row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T39-PREVIEW-P25,T39,Finance,Statements,PREVIEW,P25,P1,About 18 words split into small metadata paragraphs,Details has 80–140 useful words,Add useful statement narrative,tables/T39/evidence/T39__finance-statements__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T39-PREVIEW-P29,T39,Finance,Statements,PREVIEW,P29,P1,Loose No relations text,Canonical Relations block,Use standard block,tables/T39/evidence/T39__finance-statements__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T40-KEBAB-K06,T40,Finance,Analysis,KEBAB,K06,P1,Eight actions overload the menu,Only necessary row actions,Keep primary contextual actions and move tools into detail,tables/T40/evidence/T40__finance-analysis__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T40-KEBAB-K18,T40,Finance,Analysis,KEBAB,K18,P1,Compact legacy menu,Canonical geometry,Use canonical geometry,tables/T40/evidence/T40__finance-analysis__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T40-MENU_1_2_3-M16,T40,Finance,Analysis,MENU_1_2_3,M16,P1,Clear is text-only,Clear includes X,Add X,tables/T40/evidence/T40__finance-analysis__MENU_1_2_3__bulk-1-selected__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T40-PPM-C12,T40,Finance,Analysis,PPM,C12,P1,Compact overloaded menu,Canonical graphics,Fix shared component,tables/T40/evidence/T40__finance-analysis__PPM__row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T40-PREVIEW-P25,T40,Finance,Analysis,PREVIEW,P25,P1,About 7 words,Details has 80–140 useful words,Add useful analysis narrative,tables/T40/evidence/T40__finance-analysis__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T40-PREVIEW-P30,T40,Finance,Analysis,PREVIEW,P30,P0,Recompute and Create valuation are each duplicated and many secondary actions fill the footer,Actions are necessary and unique,Remove duplicates and apply canonical priority,tables/T40/evidence/T40__finance-analysis__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T40-TABLE-T13,T40,Finance,Analysis,TABLE,T13,P0,Large ratio calculator and benchmark form follow the table,Analysis registry contains table only,Move calculation tools to the opened analysis detail,tables/T40/evidence/T40__finance-analysis__TABLE__mixed-tool-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T41-KEBAB-K18,T41,Finance,Models,KEBAB,K18,P1,Compact legacy geometry,Canonical menu geometry,Use shared canonical menu,tables/T41/evidence/T41__finance-models__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T41-MENU_1_2_3-M16,T41,Finance,Models,MENU_1_2_3,M16,P1,Clear is text-only,Clear includes X,Add X,tables/T41/evidence/T41__finance-models__MENU_1_2_3__bulk-1-selected__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T41-PPM-C12,T41,Finance,Models,PPM,C12,P1,Legacy geometry,Canonical graphics,Fix shared component,tables/T41/evidence/T41__finance-models__PPM__row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T41-PREVIEW-P25,T41,Finance,Models,PREVIEW,P25,P1,About 21 words,Details has 80–140 useful words,Add useful model narrative,tables/T41/evidence/T41__finance-models__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T41-PREVIEW-P30,T41,Finance,Models,PREVIEW,P30,P1,Large scenario tabs and financial statement table dominate the preview,Fixed canonical preview blocks,Move model tables into full workspace,tables/T41/evidence/T41__finance-models__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T41-TABLE-T13,T41,Finance,Models,TABLE,T13,P0,"Value-office charts, decision portfolio and multiple forms follow the list",Models registry is table-only,Move tools into opened model workspace,tables/T41/evidence/T41__finance-models__TABLE__mixed-charts-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T42-KEBAB-K18,T42,Finance,Prediction,KEBAB,K18,P1,Compact legacy geometry,Canonical menu geometry,Use canonical geometry,tables/T42/evidence/T42__finance-prediction__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T42-MENU_1_2_3-M16,T42,Finance,Prediction,MENU_1_2_3,M16,P1,Clear is text-only,Clear includes X,Add X,tables/T42/evidence/T42__finance-prediction__MENU_1_2_3__bulk-1-selected__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T42-PPM-C12,T42,Finance,Prediction,PPM,C12,P1,Legacy geometry,Canonical graphics,Fix shared component,tables/T42/evidence/T42__finance-prediction__PPM__row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T42-PREVIEW-P25,T42,Finance,Prediction,PREVIEW,P25,P1,About 15 words,Details has 80–140 useful words,Add useful scenario narrative,tables/T42/evidence/T42__finance-prediction__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T42-PREVIEW-P30,T42,Finance,Prediction,PREVIEW,P30,P0,Generate projections is duplicated,Actions are unique and necessary,Deduplicate and prioritize actions,tables/T42/evidence/T42__finance-prediction__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T42-TABLE-T13,T42,Finance,Prediction,TABLE,T13,P0,Cash forecast and variance tools are embedded below the table,Prediction registry is table-only,Move prediction tools to opened scenario,tables/T42/evidence/T42__finance-prediction__TABLE__mixed-tool-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T43-KEBAB-K18,T43,Finance,Enterprise valuation,KEBAB,K18,P1,Compact legacy menu,Canonical geometry,Use canonical geometry,tables/T43/evidence/T43__finance-enterprise-valuation__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T43-MENU_1_2_3-M16,T43,Finance,Enterprise valuation,MENU_1_2_3,M16,P1,Clear is text-only,Clear includes X,Add X,tables/T43/evidence/T43__finance-enterprise-valuation__MENU_1_2_3__bulk-1-selected__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T43-PPM-C12,T43,Finance,Enterprise valuation,PPM,C12,P1,Legacy geometry,Canonical graphics,Fix shared component,tables/T43/evidence/T43__finance-enterprise-valuation__PPM__row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T43-PREVIEW-P25,T43,Finance,Enterprise valuation,PREVIEW,P25,P1,About 11 words,Details has 80–140 useful words,Add valuation narrative,tables/T43/evidence/T43__finance-enterprise-valuation__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T43-PREVIEW-P30,T43,Finance,Enterprise valuation,PREVIEW,P30,P0,"Compute DCF, Approve and Export PPTX are each duplicated",Actions unique and necessary,Remove duplicated action block,tables/T43/evidence/T43__finance-enterprise-valuation__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T43-TABLE-T13,T43,Finance,Enterprise valuation,TABLE,T13,P0,"Monte Carlo, real-options, sensitivity and frontier tools follow the table",Valuation registry is table-only,Move tools into opened valuation,tables/T43/evidence/T43__finance-enterprise-valuation__TABLE__mixed-tool-table__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T44-KEBAB-K18,T44,Materials,All,KEBAB,K18,P1,Compact legacy menu,Canonical geometry,Use canonical geometry,tables/T44/evidence/T44__materials-all__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T44-MENU_1_2_3-M16,T44,Materials,All,MENU_1_2_3,M16,P1,Clear is text-only,Clear includes X,Add X,tables/T44/evidence/T44__materials-all__MENU_1_2_3__bulk-1-selected__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T44-PPM-C12,T44,Materials,All,PPM,C12,P1,Legacy geometry,Canonical graphics,Fix shared component,tables/T44/evidence/T44__materials-all__PPM__row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T44-PREVIEW-P25,T44,Materials,All,PREVIEW,P25,P1,About 11 words,Details has 80–140 useful words,Add useful artifact description,tables/T44/evidence/T44__materials-all__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T44-PREVIEW-P29,T44,Materials,All,PREVIEW,P29,P1,Loose No relations text,Canonical Relations block,Render canonical relations block,tables/T44/evidence/T44__materials-all__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T44-TABLE-T12,T44,Materials,All,TABLE,T12,P0,Type is only Document/Presentation/Sheet; Exports is blank for documents,"Columns expose actual material format such as DOCX, PDF, XLSX or PPTX",Add a reliable File format column for every row,tables/T44/evidence/T44__materials-all__TABLE__default__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T45-KEBAB-K18,T45,Materials,Documents,KEBAB,K18,P1,Compact legacy menu,Canonical geometry,Use canonical geometry,tables/T45/evidence/T45__materials-documents__KEBAB__row-actions__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T45-MENU_1_2_3-M16,T45,Materials,Documents,MENU_1_2_3,M16,P1,Clear is text-only,Clear includes X,Add X,tables/T45/evidence/T45__materials-documents__MENU_1_2_3__bulk-1-selected__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T45-PPM-C12,T45,Materials,Documents,PPM,C12,P1,Legacy geometry,Canonical graphics,Fix shared component,tables/T45/evidence/T45__materials-documents__PPM__row-context__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T45-PREVIEW-P25,T45,Materials,Documents,PREVIEW,P25,P1,Only Owner and Exports metadata are present,Details has 80–140 useful words,Add document description,tables/T45/evidence/T45__materials-documents__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T45-PREVIEW-P29,T45,Materials,Documents,PREVIEW,P29,P1,Loose No relations text,Canonical Relations block,Render canonical relations block,tables/T45/evidence/T45__materials-documents__PREVIEW__row-open__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
T45-TABLE-T12,T45,Materials,Documents,TABLE,T12,P0,Type is generic Custom and Exports is usually blank,Document rows identify actual Word/PDF format,Add concrete File format column and populate it,tables/T45/evidence/T45__materials-documents__TABLE__default__1440x900__sha-94264784f925.png,FAIL,PASS_2_VISUAL_DOM_PARITY_CONFIRMED
