category	file	test	root_cause	first_failure_message
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 15) direct /start-execution and /approve calls on illegal states are rejected, matching the equivalent canonical PATCH call on an identical fixture (bypass-closed proof)	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 400 // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 16) /approve and PATCH {status:PROMOTED} on equivalent REVIEW+GO-decision fixtures produce the same resulting status and the same audit-row shape (legacy-adapter parity)	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 200 // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 17) after any transition (success or failure), GET /api/initiatives/:id read-back matches Postgres exactly	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 200 // Object.is equality
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 18) a real DB-level constraint failure inside the transaction does NOT produce a false-success response (rollback proof)	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be greater than or equal to 500
b	tests/acceptance/odbior--ini005--canonical-start-execution.e2e.test.ts	INI-005 — canonical SCHEDULED→EXECUTING gate (20-case matrix) 19) PATCH .../status, /start-execution and /approve on a nonexistent id -> honest 404	Test wywołuje wycofany writer inicjatyw; runtime zwraca 409 EXECUTION_RUNTIME_V1_WRITE_REQUIRED.	AssertionError: expected 403 to be 404 // Object.is equality
b	tests/acceptance/odbior--ini005--decision-race.e2e.test.ts	INI-005 — GO/NO-GO decision-race TOCTOU fix 1) a competing decision rejection landing AFTER the decision read but BEFORE the pre-commit recheck IS caught: 409 GATE_DECISION_SUPERSEDED, initiative untouched, zero new audit rows	Harness oczekuje, że konkurencyjny UPDATE przejdzie przez bieżącą blokadę i wpada w timeout.	Error: STACK_TRACE_ERROR
b	tests/acceptance/odbior--ini005--decision-race.e2e.test.ts	INI-005 — GO/NO-GO decision-race TOCTOU fix 2) [DOCUMENTS A KNOWN, DISCLOSED GAP — NOT A REGRESSION] a competing decision rejection landing AFTER the pre-commit recheck (between it and COMMIT) is NOT caught: the transition still succeeds on the now-superseded decision	Harness oczekuje, że konkurencyjny UPDATE przejdzie przez bieżącą blokadę i wpada w timeout.	Error: STACK_TRACE_ERROR
b	tests/acceptance/odbior--ini005--unblock-timeline-lockdown.e2e.test.ts	INI-005 — unblockInitiative (POST /:id/unblock) BLOCKED + current approved GO decision + PROJECT_SPONSOR role → 200 EXECUTING with audit rows	Test oczekuje starego /unblock, obecny runtime wymaga writera runtime-v1.	AssertionError: expected 403 to be 200 // Object.is equality
b	tests/acceptance/odbior--ini005--unblock-timeline-lockdown.e2e.test.ts	INI-005 — unblockInitiative (POST /:id/unblock) BLOCKED but no current GO decision → 400 GATE_DECISION_REQUIRED, not the old unconditional bypass	Test oczekuje starego /unblock, obecny runtime wymaga writera runtime-v1.	AssertionError: expected 403 to be 400 // Object.is equality
b	tests/acceptance/odbior--ini005--unblock-timeline-lockdown.e2e.test.ts	INI-005 — unblockInitiative (POST /:id/unblock) SCHEDULED (not BLOCKED) → 400 UNEXPECTED_CURRENT_STATUS — old bypass let ANY status jump straight to EXECUTING	Test oczekuje starego /unblock, obecny runtime wymaga writera runtime-v1.	AssertionError: expected 403 to be 400 // Object.is equality
d	tests/acceptance/odbior--ini005--unblock-timeline-lockdown.e2e.test.ts	INI-005 — /timeline-update lockdown (legacy executionControl.routes.ts, /api/execution-control) a genuinely allowed field (progress) still works — lockdown is scoped to status only	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 200 // Object.is equality
d	tests/acceptance/odbior--o4c--business-case-live.e2e.test.ts	O4-cluster · O4.1/O4.5 Business Case LIVE generation (real router + auth + LLM) POST /api/v8/advisory/business-case generates a REAL business case (NPV/ROI + narrative + WACC resolution) — no mock LLM	Test wymaga realnego zewnętrznego LLM; upstream zwraca 502.	AssertionError: expected 502 to be 200 // Object.is equality
d	tests/acceptance/odbior--pmoadm--pmo-admin-drift.e2e.test.ts	RED-G / RED-D W5-W6: pmo/admin schema-drift regressions (fixed) POST /pmo/project-members/:projectId inserts against project_role/added_by_id/created_at (201)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 201 // Object.is equality
d	tests/acceptance/odbior--pmoadm--pmo-admin-drift.e2e.test.ts	RED-G / RED-D W5-W6: pmo/admin schema-drift regressions (fixed) GET reflects the added member with aliased role/joined_at keys	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 0 to be greater than or equal to 1
d	tests/acceptance/odbior--pmoadm--pmo-admin-drift.e2e.test.ts	RED-G / RED-D W5-W6: pmo/admin schema-drift regressions (fixed) PUT updates project_role via the `role` field (200)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected undefined to be truthy
d	tests/acceptance/odbior--pmoadm--pmo-admin-drift.e2e.test.ts	RED-G / RED-D W5-W6: pmo/admin schema-drift regressions (fixed) DELETE removes the member (200)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected undefined to be truthy
d	tests/acceptance/odbior--pmoadm--pmo-admin-drift.e2e.test.ts	RED-G / RED-D W5-W6: pmo/admin schema-drift regressions (fixed) GET /superadmin/admin/permissions/stats is not 500 (was 42703: role_permissions.role_id/.enabled missing)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/odbior--pmoadm--pmo-admin-drift.e2e.test.ts	RED-G / RED-D W5-W6: pmo/admin schema-drift regressions (fixed) GET /superadmin/compliance/retention-policies is not 500 (was: DataRetentionService.getPolicies is not a function)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/odbior--pmoadm--pmo-admin-drift.e2e.test.ts	RED-G / RED-D W5-W6: pmo/admin schema-drift regressions (fixed) POST /superadmin/compliance/retention-policies creates a policy row (exercises the new table)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be less than 300
d	tests/acceptance/odbior--pres--generate-error-mapping.e2e.test.ts	Acceptance RED-J W6 #1: POST /api/presentations/generate/outline — sourceArtifacts guard empty body (sourceArtifacts absent) never 500s — completes with a default outline	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/odbior--pres--generate-error-mapping.e2e.test.ts	Acceptance RED-J W6 #1: POST /api/presentations/generate/outline — sourceArtifacts guard sourceArtifacts as a non-array (malformed input) never 500s	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [ 200, 400 ] to include 403
d	tests/acceptance/odbior--pres--generate-error-mapping.e2e.test.ts	Acceptance RED-J W6 #1: POST /api/presentations/generate/outline — sourceArtifacts guard sourceArtifacts as null never 500s	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [ 200, 400 ] to include 403
d	tests/acceptance/odbior--pres--generate-error-mapping.e2e.test.ts	Acceptance RED-J W6 #2: POST /api/presentations/generate/deck — ZodError -> 400 a body that cannot satisfy registerArtifactOrigin (no originRecordId shape) maps to 400, not 500	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 400 // Object.is equality
a	tests/acceptance/odbior--t5--sanitizer-decode.e2e.test.ts	T5: sanitizer double-escape decode-before-store projects.name round-trips plain through create AND update	Realny zapis projektu zwraca 500 zamiast odpowiedzi 2xx.	AssertionError: expected 429 to be less than 300
d	tests/acceptance/odbior--t5--sanitizer-decode.e2e.test.ts	T5: sanitizer double-escape decode-before-store programs.name/description round-trip plain through create (pmo/initiatives /programs)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be less than 300
d	tests/acceptance/odbior--t5--sanitizer-decode.e2e.test.ts	T5: sanitizer double-escape decode-before-store decision_playbooks.name round-trips plain through create (pmo/decisions /playbooks)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected +0 to be 1 // Object.is equality
d	tests/acceptance/odbior--t5--sanitizer-decode.e2e.test.ts	T5: sanitizer double-escape decode-before-store assessments.name round-trips plain through create (v8/assessment.routes.ts)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected undefined to be 'odbior--t5-- Firma "Alfa" & Synowie\'…' // Object.is equality
d	tests/acceptance/odbior--t5--sanitizer-decode.e2e.test.ts	T5: sanitizer double-escape decode-before-store tool_sessions.name round-trips plain through create (POST /api/tools -> ToolController.createToolSession)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be less than 300
d	tests/acceptance/odbior-o5-prompt-registry.e2e.test.ts	Acceptance O5.5 · Prompt Registry read surface (real router + auth + DB) GET /registry returns the real prompt inventory to a superadmin (ai_ops)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/organization-context-store-mounted.realpg.test.ts	Organization context store mounted auth + PostgreSQL persistence PUT with only one key updates ONLY that column — a second screen writing "goals" cannot wipe "challenges"/"synthesis" (M01 FAZA 2, DEC-2026-08-24-15 warunek a)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected { goals: {}, …(5) } to match object { …(4) }
d	tests/acceptance/organization-context-store-mounted.realpg.test.ts	Organization context store mounted auth + PostgreSQL persistence returns non-2xx when the durable table is unavailable	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 200 to be 500 // Object.is equality
d	tests/acceptance/outbox-drain.e2e.test.ts	E-OUTBOX-01 · notificationOutboxService.drainOnce — dedupe + queue drain enqueue() twice with the same dedupe_key -> drainOnce() delivers exactly once and empties the queue	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 2 but got +0
b	tests/acceptance/parity-3areas.e2e.test.ts	PARITY: INTERVIEW — /api/interview/sessions (real runtime) creates a session, saves an answer, reopens the same id and rejects a foreign tenant	Test nie przekazuje bieżącego precondition i dostaje 428.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/parity-3areas.e2e.test.ts	PARITY: TERESA — note treść-LLM (real service, real LLM, real DB) generates a note whose persisted body is real LLM prose, not the intent fallback	Test wymaga realnego zewnętrznego LLM; lokalny job nie ma działającego dostawcy/klucza.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/parity-3areas.e2e.test.ts	PARITY: BUSINESS CASE — /api/v8/advisory/business-case (real pipeline, real LLM) runs the full 5-phase pipeline and returns a real numeric model (NPV/IRR/ROI)	Test wymaga realnego zewnętrznego LLM; lokalny job nie ma działającego dostawcy/klucza.	AssertionError: expected 502 to be 200 // Object.is equality
d	tests/acceptance/permission-fail-closed.e2e.test.ts	T6-C/D · Real HTTP pipeline through interview.routes.ts (live caller of permission.middleware) C1 (b — missing permission -> 403): TEAM_MEMBER with no override/builtin rows is DENIED on a permission-gated route	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 'ORG_MEMBERSHIP_REVOKED' to be 'PERMISSION_DENIED' // Object.is equality
d	tests/acceptance/permission-fail-closed.e2e.test.ts	T6-C/D · Real HTTP pipeline through interview.routes.ts (live caller of permission.middleware) C2 (control): ADMIN (narrow role-fallback includes INTERVIEW_ASSIGN_VIEW/MANAGE) passes the same gate — NOT 403	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 not to be 403 // Object.is equality
d	tests/acceptance/permission-fail-closed.e2e.test.ts	T6-C/D · Real HTTP pipeline through interview.routes.ts (live caller of permission.middleware) D1 (a — internal error, full pipeline): a real internal permissionService DB error DENIES a request that would otherwise pass the gate	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 'ORG_MEMBERSHIP_REVOKED' to be 'PERMISSION_DENIED' // Object.is equality
d	tests/acceptance/pmo-team-board.e2e.test.ts	Acceptance · ProjectTeamBoard endpoints (real router + auth + DB) POST adds a member (project-manager, level 1) -> visible under manager	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 201 // Object.is equality
d	tests/acceptance/pmo-team-board.e2e.test.ts	Acceptance · ProjectTeamBoard endpoints (real router + auth + DB) GET stats reflects the member (totals + byLevel + requiredRoles partially filled)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected +0 to be 1 // Object.is equality
d	tests/acceptance/pmo-team-board.e2e.test.ts	Acceptance · ProjectTeamBoard endpoints (real router + auth + DB) POST again with the same user upserts (allocation/role update, no duplicate row)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 201 // Object.is equality
d	tests/acceptance/pmo-team-board.e2e.test.ts	Acceptance · ProjectTeamBoard endpoints (real router + auth + DB) DELETE removes the member; GET returns to empty	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 200 to be 404 // Object.is equality
d	tests/acceptance/red-ai-500s.e2e.test.ts	RED-AI FIXED: ai-training reads GET /api/ai/training/stats	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: GET /api/ai/training/stats — NEW regression: {"error":"Cannot read properties of null (reading 'total')"}: expected 500 to be less than 500
d	tests/acceptance/red-ai-500s.e2e.test.ts	RED-AI KNOWN_RED: playbooks runs GET /api/ai/playbooks/runs	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: GET /api/ai/playbooks/runs — expected pinned KNOWN RED status: expected 200 to be 500 // Object.is equality
b	tests/acceptance/red-assess-500s.e2e.test.ts	RED-ASSESS: assessment-workflow (deprecated, live) /api/assessment-workflow GET /api/assessment-workflow/odbior--redas--assessment-0001/status	Ledger wymaga historycznego 500, podczas gdy endpoint został naprawiony.	AssertionError: GET /api/assessment-workflow/odbior--redas--assessment-0001/status — expected pinned KNOWN RED status: expected 200 to be 500 // Object.is equality
b	tests/acceptance/red-assess-500s.e2e.test.ts	RED-ASSESS: assessment-workflow (deprecated, live) /api/assessment-workflow GET /api/assessment-workflow/odbior--redas--assessment-0001/versions	Ledger wymaga historycznego 500, podczas gdy endpoint został naprawiony.	AssertionError: GET /api/assessment-workflow/odbior--redas--assessment-0001/versions — expected pinned KNOWN RED status: expected 200 to be 500 // Object.is equality
b	tests/acceptance/red-assess-500s.e2e.test.ts	RED-ASSESS: assessment-workflow (deprecated, live) /api/assessment-workflow GET /api/assessment-workflow/odbior--redas--assessment-0001/history	Ledger wymaga historycznego 500, podczas gdy endpoint został naprawiony.	AssertionError: GET /api/assessment-workflow/odbior--redas--assessment-0001/history — expected pinned KNOWN RED status: expected 200 to be 500 // Object.is equality
b	tests/acceptance/red-assess-500s.e2e.test.ts	RED-ASSESS: assessment-workflow (deprecated, live) /api/assessment-workflow GET /api/assessment-workflow/pending-reviews	Ledger wymaga historycznego 500, podczas gdy endpoint został naprawiony.	AssertionError: GET /api/assessment-workflow/pending-reviews — expected pinned KNOWN RED status: expected 200 to be 500 // Object.is equality
b	tests/acceptance/red-assess-500s.e2e.test.ts	RED-ASSESS: assessment-workflow writes (org_id type-mismatch suspect) POST /api/assessment-workflow/:id/initialize — org_id text-into-integer column suspect	Ledger wymaga historycznego 500, podczas gdy endpoint został naprawiony.	AssertionError: POST /api/assessment-workflow/odbior--redas--assessment-0001/initialize — expected pinned KNOWN RED status: expected 201 to be 500 // Object.is equality
b	tests/acceptance/red-assess-500s.e2e.test.ts	RED-ASSESS: assessment-workflow-v2 GET /api/assessment-workflow-v2/odbior--redas--assessment-0001/initiative-batches	Ledger wymaga historycznego 500, podczas gdy endpoint został naprawiony.	AssertionError: GET /api/assessment-workflow-v2/odbior--redas--assessment-0001/initiative-batches — expected pinned KNOWN RED status: expected 200 to be 500 // Object.is equality
b	tests/acceptance/red-assess-500s.e2e.test.ts	RED-ASSESS: assessment-enterprise /api/assessments-v4 GET /api/assessments-v4/assessments/odbior--redas--assessment-0001/versions/1/diff/2	Ledger wymaga historycznego 500, podczas gdy endpoint został naprawiony.	AssertionError: GET /api/assessments-v4/assessments/odbior--redas--assessment-0001/versions/1/diff/2 — expected pinned KNOWN RED status: expected 404 to be 500 // Object.is equality
b	tests/acceptance/red-assess-500s.e2e.test.ts	RED-ASSESS: assessment-evidence GET /api/assessment-evidence/odbior--redas--assessment-0001/report	Ledger wymaga historycznego 500, podczas gdy endpoint został naprawiony.	AssertionError: GET /api/assessment-evidence/odbior--redas--assessment-0001/report — expected pinned KNOWN RED status: expected 404 to be 500 // Object.is equality
d	tests/acceptance/red-deliv-500s.e2e.test.ts	RED-DELIV — schema-500 regressions (real runtime) GET /inbox/evals/cost-summary returns 200 (no 42883 datetime())	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/red-deliv-500s.e2e.test.ts	RED-DELIV — schema-500 regressions (real runtime) GET /delegation-suggestions returns 200 with a suggestions array (no 42703 u.name / text=int)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
b	tests/acceptance/red-final-500s.e2e.test.ts	RED-FINAL · rewir czysty (schema-green) + pinned known exceptions GET rewir: żaden endpoint nie zwraca 5xx (brak schema-500)	Ledger przypina historyczne 500/kształt rewiru niezgodny z bieżącym runtime.	AssertionError: Nowe schema-500 w rewirze RED-FINAL: [
b	tests/acceptance/red-final-500s.e2e.test.ts	RED-FINAL · rewir czysty (schema-green) + pinned known exceptions KNOWN K1 · GET /api/user/ai-preferences pinned 500 (lazy-wrapper self-import, decyzja Piotra)	Ledger przypina historyczne 500/kształt rewiru niezgodny z bieżącym runtime.	AssertionError: expected 503 to be 500 // Object.is equality
d	tests/acceptance/red-misc-500s.e2e.test.ts	RED-MISC · schema-500 write-path fixes RED-1 · POST /api/system-health/alerts inserts (operator/enabled columns present) → 201	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/red-pmo-500s.e2e.test.ts	RED-PMO schema-500 regressions (fixed) GET /initiatives/:id/watchers is not 5xx (was 42P01: initiative_watchers missing)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected { …(2) } to have property "watchers"
d	tests/acceptance/red-pmo-500s.e2e.test.ts	RED-PMO schema-500 regressions (fixed) GET /initiatives/:id/history is not 5xx (was 42P01: initiative_history missing)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected { …(2) } to have property "events"
d	tests/acceptance/red-pmo-500s.e2e.test.ts	RED-PMO schema-500 regressions (fixed) GET /initiatives/:id/comments is not 5xx (was 42P01: initiative_comments missing)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected { …(2) } to have property "comments"
d	tests/acceptance/red-pmo-500s.e2e.test.ts	RED-PMO schema-500 regressions (fixed) GET /initiatives/:id/stakeholders is not 5xx (was 42703: influence_level missing)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected { …(2) } to have property "stakeholders"
d	tests/acceptance/red-pmo-500s.e2e.test.ts	RED-PMO schema-500 regressions (fixed) GET /initiatives/portfolio/rollups is not 5xx (was 42804: business_value TEXT summed)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected { …(2) } to have property "programs"
d	tests/acceptance/red-pmo-500s.e2e.test.ts	RED-PMO schema-500 regressions (fixed) write paths that depend on the new columns/tables succeed (201)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 201 // Object.is equality
d	tests/acceptance/red-results-500s.e2e.test.ts	RED-RESULTS: POST /kpi-reports 500 is fixed (missing RESULTS_KPI_REPORT template seeded) POST /api/results/kpi-reports returns 200 (was 500: No template found for this source type)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: {"success":false,"code":"ORG_MEMBERSHIP_REVOKED"}: expected 403 to be 200 // Object.is equality
d	tests/acceptance/red-results-500s.e2e.test.ts	RED-RESULTS: POST /kpi-reports 500 is fixed (missing RESULTS_KPI_REPORT template seeded) POST /api/results/kpi-reports/:snapshotId/refresh returns 200 (same template path)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/red-studio-500s.e2e.test.ts	RED-STUDIO: fixtures sane DECK_ID and DOC_ARTIFACT_ID were created	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: deck fixture create failed in beforeAll: expected '' to be truthy
d	tests/acceptance/red-sync-500s.e2e.test.ts	RED-SYNC schema-500 regressions (fixed) GET /api/integrations/automation/keys is not 5xx (was 503: integration_api_keys table missing)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 503 to be less than 500
d	tests/acceptance/red-sync-500s.e2e.test.ts	RED-SYNC schema-500 regressions (fixed) GET /api/integrations/available is not 5xx and returns the real catalog (was masked 42703: sort_order missing → silent [])	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 0 to be greater than 0
a	tests/acceptance/red-sync-500s.e2e.test.ts	RED-SYNC schema-500 regressions (fixed) write paths that depend on the new table/columns succeed	Realna ścieżka zapisu zależna od bieżącego schematu zwraca 500.	AssertionError: expected 503 to be 201 // Object.is equality
d	tests/acceptance/red-v8-500s.e2e.test.ts	RED-V8: initiatives.actual_end_date schema-500 (masked 404) GET /baseline-variance/:initiativeId — 200 (was masked 404 via swallowed 42703)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 200 // Object.is equality
d	tests/acceptance/red-v8-500s.e2e.test.ts	RED-V8: initiatives.actual_end_date schema-500 (masked 404) POST /timeline-update field='actual_end_date' — 200 write (was masked 404)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 200 // Object.is equality
d	tests/acceptance/report-pdf-mount.e2e.test.ts	reportPdf.routes.ts — real Gateway mount at /api/report-pdf 2) GET /:reportId/pdf streams a real PDF (%PDF magic header) for a real status_reports row	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 404 to be 200 // Object.is equality
